,code,TimePoint,Treatment,Sex,Bacteria,type,exp,cfuA,cfuL,total,stg,GT,SortOrder,repexp,Bottle
1,0minutes BASELINE M 1 fly A 1,0minutes,BASELINE,M,Acetobacter,fly,A,1192.5,125,1317.5,BASELINE0minutesM,0minutesBASELINE,1,0minutes BASELINE M 1 fly A 1,1
2,0minutes BASELINE M 3 fly A 1,0minutes,BASELINE,M,Acetobacter,fly,A,3180,5167.5,8347.5,BASELINE0minutesM,0minutesBASELINE,3,0minutes BASELINE M 3 fly A 1,1
3,0minutes BASELINE M 5 fly A 1,0minutes,BASELINE,M,Acetobacter,fly,A,795,200,995,BASELINE0minutesM,0minutesBASELINE,5,0minutes BASELINE M 5 fly A 1,1
4,0minutes BASELINE M 7 fly A 2,0minutes,BASELINE,M,Acetobacter,fly,A,5167.5,525,5692.5,BASELINE0minutesM,0minutesBASELINE,7,0minutes BASELINE M 7 fly A 2,2
5,0minutes BASELINE M 9 fly A 2,0minutes,BASELINE,M,Acetobacter,fly,A,3180,10335,13515,BASELINE0minutesM,0minutesBASELINE,9,0minutes BASELINE M 9 fly A 2,2
6,0minutes BASELINE M 11 fly A 2,0minutes,BASELINE,M,Acetobacter,fly,A,795,4770,5565,BASELINE0minutesM,0minutesBASELINE,11,0minutes BASELINE M 11 fly A 2,2
7,0minutes BASELINE M 13 fly A 3,0minutes,BASELINE,M,Acetobacter,fly,A,11130,5167.5,16297.5,BASELINE0minutesM,0minutesBASELINE,13,0minutes BASELINE M 13 fly A 3,3
8,0minutes BASELINE M 15 fly A 3,0minutes,BASELINE,M,Acetobacter,fly,A,795,7155,7950,BASELINE0minutesM,0minutesBASELINE,15,0minutes BASELINE M 15 fly A 3,3
9,0minutes BASELINE M 17 fly A 3,0minutes,BASELINE,M,Acetobacter,fly,A,795,250,1045,BASELINE0minutesM,0minutesBASELINE,17,0minutes BASELINE M 17 fly A 3,3
10,0minutes BASELINE F 22 fly A 1,0minutes,BASELINE,F,Acetobacter,fly,A,25440,22260,47700,BASELINE0minutesF,0minutesBASELINE,22,0minutes BASELINE F 22 fly A 1,1
11,0minutes BASELINE F 24 fly A 1,0minutes,BASELINE,F,Acetobacter,fly,A,19080,6360,25440,BASELINE0minutesF,0minutesBASELINE,24,0minutes BASELINE F 24 fly A 1,1
12,0minutes BASELINE F 26 fly A 1,0minutes,BASELINE,F,Acetobacter,fly,A,7155,2782.5,9937.5,BASELINE0minutesF,0minutesBASELINE,26,0minutes BASELINE F 26 fly A 1,1
13,0minutes BASELINE F 28 fly A 2,0minutes,BASELINE,F,Acetobacter,fly,A,15900,8745,24645,BASELINE0minutesF,0minutesBASELINE,28,0minutes BASELINE F 28 fly A 2,2
14,0minutes BASELINE F 31 fly A 2,0minutes,BASELINE,F,Acetobacter,fly,A,2385,5167.5,7552.5,BASELINE0minutesF,0minutesBASELINE,31,0minutes BASELINE F 31 fly A 2,2
15,0minutes BASELINE F 33 fly A 3,0minutes,BASELINE,F,Acetobacter,fly,A,3180,8745,11925,BASELINE0minutesF,0minutesBASELINE,33,0minutes BASELINE F 33 fly A 3,3
16,0minutes BASELINE F 35 fly A 3,0minutes,BASELINE,F,Acetobacter,fly,A,4372.5,9540,13912.5,BASELINE0minutesF,0minutesBASELINE,35,0minutes BASELINE F 35 fly A 3,3
17,0minutes BASELINE F 37 fly A 3,0minutes,BASELINE,F,Acetobacter,fly,A,5167.5,9937.5,15105,BASELINE0minutesF,0minutesBASELINE,37,0minutes BASELINE F 37 fly A 3,3
18,0minutes BASELINE F 39 fly A 4,0minutes,BASELINE,F,Acetobacter,fly,A,4372.5,12720,17092.5,BASELINE0minutesF,0minutesBASELINE,39,0minutes BASELINE F 39 fly A 4,4
19,0minutes BASELINE F 41 fly A 4,0minutes,BASELINE,F,Acetobacter,fly,A,1590,2385,3975,BASELINE0minutesF,0minutesBASELINE,41,0minutes BASELINE F 41 fly A 4,4
20,0minutes BASELINE F 43 fly A 4,0minutes,BASELINE,F,Acetobacter,fly,A,127200,8745,135945,BASELINE0minutesF,0minutesBASELINE,43,0minutes BASELINE F 43 fly A 4,4
21,15minutes CH F 47 fly A 1,15minutes,CH,F,Acetobacter,fly,A,795,4770,5565,CH15minutesF,15minutesCH,47,15minutes CH F 47 fly A 1,1
22,15minutes CH F 49 fly A 1,15minutes,CH,F,Acetobacter,fly,A,3975,500,4475,CH15minutesF,15minutesCH,49,15minutes CH F 49 fly A 1,1
23,15minutes CON M 51 fly A 1,15minutes,CON,M,Acetobacter,fly,A,31800,300,32100,CON15minutesM,15minutesCON,51,15minutes CON M 51 fly A 1,1
24,15minutes CON M 53 fly A 1,15minutes,CON,M,Acetobacter,fly,A,200,125,325,CON15minutesM,15minutesCON,53,15minutes CON M 53 fly A 1,1
25,15minutes CON F 55 fly A 1,15minutes,CON,F,Acetobacter,fly,A,3975,3180,7155,CON15minutesF,15minutesCON,55,15minutes CON F 55 fly A 1,1
26,15minutes CON F 57 fly A 1,15minutes,CON,F,Acetobacter,fly,A,686880,12720,699600,CON15minutesF,15minutesCON,57,15minutes CON F 57 fly A 1,1
27,15minutes CH M 59 fly A 2,15minutes,CH,M,Acetobacter,fly,A,66780,700,67480,CH15minutesM,15minutesCH,59,15minutes CH M 59 fly A 2,2
28,15minutes CH M 61 fly A 2,15minutes,CH,M,Acetobacter,fly,A,60420,22260,82680,CH15minutesM,15minutesCH,61,15minutes CH M 61 fly A 2,2
29,15minutes CH F 63 fly A 2,15minutes,CH,F,Acetobacter,fly,A,1093920,3577.5,1097497.5,CH15minutesF,15minutesCH,63,15minutes CH F 63 fly A 2,2
30,15minutes CH F 65 fly A 2,15minutes,CH,F,Acetobacter,fly,A,76320,19080,95400,CH15minutesF,15minutesCH,65,15minutes CH F 65 fly A 2,2
31,15minutes CON M 67 fly A 2,15minutes,CON,M,Acetobacter,fly,A,203520,75,203595,CON15minutesM,15minutesCON,67,15minutes CON M 67 fly A 2,2
32,15minutes CON M 69 fly A 2,15minutes,CON,M,Acetobacter,fly,A,2782.5,50,2832.5,CON15minutesM,15minutesCON,69,15minutes CON M 69 fly A 2,2
33,15minutes CON F 71 fly A 2,15minutes,CON,F,Acetobacter,fly,A,2782.5,5962.5,8745,CON15minutesF,15minutesCON,71,15minutes CON F 71 fly A 2,2
34,15minutes CH M 74 fly A 3,15minutes,CH,M,Acetobacter,fly,A,47700,125,47825,CH15minutesM,15minutesCH,74,15minutes CH M 74 fly A 3,3
35,15minutes CH M 76 fly A 3,15minutes,CH,M,Acetobacter,fly,A,38160,5565,43725,CH15minutesM,15minutesCH,76,15minutes CH M 76 fly A 3,3
36,15minutes CH F 78 fly A 3,15minutes,CH,F,Acetobacter,fly,A,6360,6757.5,13117.5,CH15minutesF,15minutesCH,78,15minutes CH F 78 fly A 3,3
37,15minutes CH F 80 fly A 3,15minutes,CH,F,Acetobacter,fly,A,57240,1987.5,59227.5,CH15minutesF,15minutesCH,80,15minutes CH F 80 fly A 3,3
38,15minutes CON M 84 fly A 3,15minutes,CON,M,Acetobacter,fly,A,15900,200,16100,CON15minutesM,15minutesCON,84,15minutes CON M 84 fly A 3,3
39,15minutes CON F 86 fly A 3,15minutes,CON,F,Acetobacter,fly,A,25440,7155,32595,CON15minutesF,15minutesCON,86,15minutes CON F 86 fly A 3,3
40,15minutes CON F 88 fly A 3,15minutes,CON,F,Acetobacter,fly,A,16297.5,5962.5,22260,CON15minutesF,15minutesCON,88,15minutes CON F 88 fly A 3,3
41,30minutes CH M 90 fly A 1,30minutes,CH,M,Acetobacter,fly,A,76320,9540,85860,CH30minutesM,30minutesCH,90,30minutes CH M 90 fly A 1,1
42,30minutes CH M 92 fly A 1,30minutes,CH,M,Acetobacter,fly,A,22260,12720,34980,CH30minutesM,30minutesCH,92,30minutes CH M 92 fly A 1,1
43,30minutes CH F 94 fly A 1,30minutes,CH,F,Acetobacter,fly,A,28620,5962.5,34582.5,CH30minutesF,30minutesCH,94,30minutes CH F 94 fly A 1,1
44,30minutes CH F 96 fly A 1,30minutes,CH,F,Acetobacter,fly,A,1831680,38160,1869840,CH30minutesF,30minutesCH,96,30minutes CH F 96 fly A 1,1
45,30minutes CON M 99 fly A 1,30minutes,CON,M,Acetobacter,fly,A,1192.5,12322.5,13515,CON30minutesM,30minutesCON,99,30minutes CON M 99 fly A 1,1
46,30minutes CON F 102 fly A 1,30minutes,CON,F,Acetobacter,fly,A,1322880,10732.5,1333612.5,CON30minutesF,30minutesCON,102,30minutes CON F 102 fly A 1,1
47,30minutes CH M 104 fly A 2,30minutes,CH,M,Acetobacter,fly,A,763200,22260,785460,CH30minutesM,30minutesCH,104,30minutes CH M 104 fly A 2,2
48,30minutes CH M 106 fly A 2,30minutes,CH,M,Acetobacter,fly,A,279840,5962.5,285802.5,CH30minutesM,30minutesCH,106,30minutes CH M 106 fly A 2,2
49,30minutes CH F 108 fly A 2,30minutes,CH,F,Acetobacter,fly,A,1755360,6757.5,1762117.5,CH30minutesF,30minutesCH,108,30minutes CH F 108 fly A 2,2
50,30minutes CH F 110 fly A 2,30minutes,CH,F,Acetobacter,fly,A,1500960,12720,1513680,CH30minutesF,30minutesCH,110,30minutes CH F 110 fly A 2,2
51,30minutes CON M 112 fly A 2,30minutes,CON,M,Acetobacter,fly,A,356160,2385,358545,CON30minutesM,30minutesCON,112,30minutes CON M 112 fly A 2,2
52,30minutes CON M 114 fly A 2,30minutes,CON,M,Acetobacter,fly,A,1590,175,1765,CON30minutesM,30minutesCON,114,30minutes CON M 114 fly A 2,2
53,30minutes CON F 117 fly A 2,30minutes,CON,F,Acetobacter,fly,A,1348320,8745,1357065,CON30minutesF,30minutesCON,117,30minutes CON F 117 fly A 2,2
54,30minutes CH M 119 fly A 3,30minutes,CH,M,Acetobacter,fly,A,203520,22260,225780,CH30minutesM,30minutesCH,119,30minutes CH M 119 fly A 3,3
55,30minutes CH M 121 fly A 3,30minutes,CH,M,Acetobacter,fly,A,127200,15900,143100,CH30minutesM,30minutesCH,121,30minutes CH M 121 fly A 3,3
56,30minutes CH F 123 fly A 3,30minutes,CH,F,Acetobacter,fly,A,788640,54060,842700,CH30minutesF,30minutesCH,123,30minutes CH F 123 fly A 3,3
57,30minutes CH F 125 fly A 3,30minutes,CH,F,Acetobacter,fly,A,559680,31800,591480,CH30minutesF,30minutesCH,125,30minutes CH F 125 fly A 3,3
58,30minutes CON M 127 fly A 3,30minutes,CON,M,Acetobacter,fly,A,279840,125,279965,CON30minutesM,30minutesCON,127,30minutes CON M 127 fly A 3,3
59,30minutes CON F 130 fly A 3,30minutes,CON,F,Acetobacter,fly,A,350,2385,2735,CON30minutesF,30minutesCON,130,30minutes CON F 130 fly A 3,3
60,30minutes CON F 132 fly A 3,30minutes,CON,F,Acetobacter,fly,A,1144800,11130,1155930,CON30minutesF,30minutesCON,132,30minutes CON F 132 fly A 3,3
61,1hour CH M 134 fly A 1,1hour,CH,M,Acetobacter,fly,A,9142.5,3577.5,12720,CH1hourM,1hourCH,134,1hour CH M 134 fly A 1,1
62,1hour CH M 136 fly A 1,1hour,CH,M,Acetobacter,fly,A,330720,47700,378420,CH1hourM,1hourCH,136,1hour CH M 136 fly A 1,1
63,1hour CH F 138 fly A 1,1hour,CH,F,Acetobacter,fly,A,3103680,839520,3943200,CH1hourF,1hourCH,138,1hour CH F 138 fly A 1,1
64,1hour CH F 140 fly A 1,1hour,CH,F,Acetobacter,fly,A,2747520,559680,3307200,CH1hourF,1hourCH,140,1hour CH F 140 fly A 1,1
65,1hour CON M 142 fly A 1,1hour,CON,M,Acetobacter,fly,A,228960,450,229410,CON1hourM,1hourCON,142,1hour CON M 142 fly A 1,1
66,1hour CON M 144 fly A 1,1hour,CON,M,Acetobacter,fly,A,50880,550,51430,CON1hourM,1hourCON,144,1hour CON M 144 fly A 1,1
67,1hour CON F 146 fly A 1,1hour,CON,F,Acetobacter,fly,A,6360000,4770,6364770,CON1hourF,1hourCON,146,1hour CON F 146 fly A 1,1
68,1hour CON F 148 fly A 1,1hour,CON,F,Acetobacter,fly,A,3408960,4770,3413730,CON1hourF,1hourCON,148,1hour CON F 148 fly A 1,1
69,1hour CH M 150 fly A 2,1hour,CH,M,Acetobacter,fly,A,559680,47700,607380,CH1hourM,1hourCH,150,1hour CH M 150 fly A 2,2
70,1hour CH M 152 fly A 2,1hour,CH,M,Acetobacter,fly,A,254400,92220,346620,CH1hourM,1hourCH,152,1hour CH M 152 fly A 2,2
71,1hour CH F 154 fly A 2,1hour,CH,F,Acetobacter,fly,A,4324800,66780,4391580,CH1hourF,1hourCH,154,1hour CH F 154 fly A 2,2
72,1hour CH F 156 fly A 2,1hour,CH,F,Acetobacter,fly,A,3001920,92220,3094140,CH1hourF,1hourCH,156,1hour CH F 156 fly A 2,2
73,1hour CON M 158 fly A 2,1hour,CON,M,Acetobacter,fly,A,356160,2782.5,358942.5,CON1hourM,1hourCON,158,1hour CON M 158 fly A 2,2
74,1hour CON M 160 fly A 2,1hour,CON,M,Acetobacter,fly,A,407040,550,407590,CON1hourM,1hourCON,160,1hour CON M 160 fly A 2,2
75,1hour CON F 162 fly A 2,1hour,CON,F,Acetobacter,fly,A,6996000,330720,7326720,CON1hourF,1hourCON,162,1hour CON F 162 fly A 2,2
76,1hour CON F 164 fly A 2,1hour,CON,F,Acetobacter,fly,A,3510720,6360,3517080,CON1hourF,1hourCON,164,1hour CON F 164 fly A 2,2
77,1hour CH M 166 fly A 3,1hour,CH,M,Acetobacter,fly,A,508800,101760,610560,CH1hourM,1hourCH,166,1hour CH M 166 fly A 3,3
78,1hour CH M 168 fly A 3,1hour,CH,M,Acetobacter,fly,A,305280,5962.5,311242.5,CH1hourM,1hourCH,168,1hour CH M 168 fly A 3,3
79,1hour CH F 170 fly A 3,1hour,CH,F,Acetobacter,fly,A,5596800,407040,6003840,CH1hourF,1hourCH,170,1hour CH F 170 fly A 3,3
80,1hour CON M 172 fly A 3,1hour,CON,M,Acetobacter,fly,A,483360,5962.5,489322.5,CON1hourM,1hourCON,172,1hour CON M 172 fly A 3,3
81,1hour CON M 174 fly A 3,1hour,CON,M,Acetobacter,fly,A,22260,76320,98580,CON1hourM,1hourCON,174,1hour CON M 174 fly A 3,3
82,1hour CON F 176 fly A 3,1hour,CON,F,Acetobacter,fly,A,4579200,15900,4595100,CON1hourF,1hourCON,176,1hour CON F 176 fly A 3,3
83,1hour CON F 178 fly A 3,1hour,CON,F,Acetobacter,fly,A,6105600,11925,6117525,CON1hourF,1hourCON,178,1hour CON F 178 fly A 3,3
84,2hours CH M 180 fly A 1,2hours,CH,M,Acetobacter,fly,A,559680,31800,591480,CH2hoursM,2hoursCH,180,2hours CH M 180 fly A 1,1
85,2hours CH M 182 fly A 1,2hours,CH,M,Acetobacter,fly,A,1093920,54060,1147980,CH2hoursM,2hoursCH,182,2hours CH M 182 fly A 1,1
86,2hours CH F 184 fly A 1,2hours,CH,F,Acetobacter,fly,A,5088000,69960,5157960,CH2hoursF,2hoursCH,184,2hours CH F 184 fly A 1,1
87,2hours CH F 186 fly A 1,2hours,CH,F,Acetobacter,fly,A,5011680,25440,5037120,CH2hoursF,2hoursCH,186,2hours CH F 186 fly A 1,1
88,2hours CON M 188 fly A 1,2hours,CON,M,Acetobacter,fly,A,737760,225,737985,CON2hoursM,2hoursCON,188,2hours CON M 188 fly A 1,1
89,2hours CON M 190 fly A 1,2hours,CON,M,Acetobacter,fly,A,864960,700,865660,CON2hoursM,2hoursCON,190,2hours CON M 190 fly A 1,1
90,2hours CON F 192 fly A 1,2hours,CON,F,Acetobacter,fly,A,6487200,34980,6522180,CON2hoursF,2hoursCON,192,2hours CON F 192 fly A 1,1
91,2hours CON F 194 fly A 1,2hours,CON,F,Acetobacter,fly,A,5978400,9540,5987940,CON2hoursF,2hoursCON,194,2hours CON F 194 fly A 1,1
92,2hours CH M 196 fly A 2,2hours,CH,M,Acetobacter,fly,A,203520,4770,208290,CH2hoursM,2hoursCH,196,2hours CH M 196 fly A 2,2
93,2hours CH M 198 fly A 2,2hours,CH,M,Acetobacter,fly,A,330720,8347.5,339067.5,CH2hoursM,2hoursCH,198,2hours CH M 198 fly A 2,2
94,2hours CH F 200 fly A 2,2hours,CH,F,Acetobacter,fly,A,2416800,146280,2563080,CH2hoursF,2hoursCH,200,2hours CH F 200 fly A 2,2
95,2hours CH F 202 fly A 2,2hours,CH,F,Acetobacter,fly,A,2544000,159000,2703000,CH2hoursF,2hoursCH,202,2hours CH F 202 fly A 2,2
96,2hours CON M 204 fly A 2,2hours,CON,M,Acetobacter,fly,A,130380,250,130630,CON2hoursM,2hoursCON,204,2hours CON M 204 fly A 2,2
97,2hours CON M 206 fly A 2,2hours,CON,M,Acetobacter,fly,A,686880,600,687480,CON2hoursM,2hoursCON,206,2hours CON M 206 fly A 2,2
98,2hours CON F 208 fly A 2,2hours,CON,F,Acetobacter,fly,A,6360000,19080,6379080,CON2hoursF,2hoursCON,208,2hours CON F 208 fly A 2,2
99,2hours CON F 210 fly A 2,2hours,CON,F,Acetobacter,fly,A,5088000,22260,5110260,CON2hoursF,2hoursCON,210,2hours CON F 210 fly A 2,2
100,2hours CH M 212 fly A 3,2hours,CH,M,Acetobacter,fly,A,1297440,127200,1424640,CH2hoursM,2hoursCH,212,2hours CH M 212 fly A 3,3
101,2hours CH M 214 fly A 3,2hours,CH,M,Acetobacter,fly,A,95400,7950,103350,CH2hoursM,2hoursCH,214,2hours CH M 214 fly A 3,3
102,2hours CH F 216 fly A 3,2hours,CH,F,Acetobacter,fly,A,4909920,228960,5138880,CH2hoursF,2hoursCH,216,2hours CH F 216 fly A 3,3
103,2hours CH F 218 fly A 3,2hours,CH,F,Acetobacter,fly,A,3001920,54060,3055980,CH2hoursF,2hoursCH,218,2hours CH F 218 fly A 3,3
104,2hours CON M 220 fly A 3,2hours,CON,M,Acetobacter,fly,A,381600,550,382150,CON2hoursM,2hoursCON,220,2hours CON M 220 fly A 3,3
105,2hours CON M 222 fly A 3,2hours,CON,M,Acetobacter,fly,A,941280,225,941505,CON2hoursM,2hoursCON,222,2hours CON M 222 fly A 3,3
106,2hours CON F 224 fly A 3,2hours,CON,F,Acetobacter,fly,A,6054720,50880,6105600,CON2hoursF,2hoursCON,224,2hours CON F 224 fly A 3,3
107,2hours CON F 226 fly A 3,2hours,CON,F,Acetobacter,fly,A,6105600,6757.5,6112357.5,CON2hoursF,2hoursCON,226,2hours CON F 226 fly A 3,3
108,4hours CH F 230 fly A 1,4hours,CH,F,Acetobacter,fly,A,1322880,15900,1338780,CH4hoursF,4hoursCH,230,4hours CH F 230 fly A 1,1
109,4hours CON M 232 fly A 1,4hours,CON,M,Acetobacter,fly,A,1475520,38160,1513680,CON4hoursM,4hoursCON,232,4hours CON M 232 fly A 1,1
110,4hours CON F 235 fly A 1,4hours,CON,F,Acetobacter,fly,A,457920,1192.5,459112.5,CON4hoursF,4hoursCON,235,4hours CON F 235 fly A 1,1
111,4hours CON F 237 fly A 1,4hours,CON,F,Acetobacter,fly,A,178080,2385,180465,CON4hoursF,4hoursCON,237,4hours CON F 237 fly A 1,1
112,4hours CH F 241 fly A 2,4hours,CH,F,Acetobacter,fly,A,19477.5,700,20177.5,CH4hoursF,4hoursCH,241,4hours CH F 241 fly A 2,2
113,4hours CH F 243 fly A 2,4hours,CH,F,Acetobacter,fly,A,12720,775,13495,CH4hoursF,4hoursCH,243,4hours CH F 243 fly A 2,2
114,4hours CON F 247 fly A 2,4hours,CON,F,Acetobacter,fly,A,330720,350,331070,CON4hoursF,4hoursCON,247,4hours CON F 247 fly A 2,2
115,4hours CON F 249 fly A 2,4hours,CON,F,Acetobacter,fly,A,559680,575,560255,CON4hoursF,4hoursCON,249,4hours CON F 249 fly A 2,2
116,4hours CH F 253 fly A 3,4hours,CH,F,Acetobacter,fly,A,534240,8745,542985,CH4hoursF,4hoursCH,253,4hours CH F 253 fly A 3,3
117,4hours CH F 255 fly A 3,4hours,CH,F,Acetobacter,fly,A,763200,50,763250,CH4hoursF,4hoursCH,255,4hours CH F 255 fly A 3,3
118,4hours CON M 257 fly A 3,4hours,CON,M,Acetobacter,fly,A,1195680,11527.5,1207207.5,CON4hoursM,4hoursCON,257,4hours CON M 257 fly A 3,3
119,4hours CON F 260 fly A 3,4hours,CON,F,Acetobacter,fly,A,534240,450,534690,CON4hoursF,4hoursCON,260,4hours CON F 260 fly A 3,3
120,4hours CON F 262 fly A 3,4hours,CON,F,Acetobacter,fly,A,432480,3180,435660,CON4hoursF,4hoursCON,262,4hours CON F 262 fly A 3,3
121,8hours CH M 264 fly A 1,8hours,CH,M,Acetobacter,fly,A,1602720,38160,1640880,CH8hoursM,8hoursCH,264,8hours CH M 264 fly A 1,1
122,8hours CH F 267 fly A 1,8hours,CH,F,Acetobacter,fly,A,407040,22260,429300,CH8hoursF,8hoursCH,267,8hours CH F 267 fly A 1,1
123,8hours CH F 269 fly A 1,8hours,CH,F,Acetobacter,fly,A,457920,44520,502440,CH8hoursF,8hoursCH,269,8hours CH F 269 fly A 1,1
124,8hours CON M 272 fly A 1,8hours,CON,M,Acetobacter,fly,A,1551840,228960,1780800,CON8hoursM,8hoursCON,272,8hours CON M 272 fly A 1,1
125,8hours CON F 275 fly A 1,8hours,CON,F,Acetobacter,fly,A,585120,38160,623280,CON8hoursF,8hoursCON,275,8hours CON F 275 fly A 1,1
126,8hours CH M 278 fly A 2,8hours,CH,M,Acetobacter,fly,A,992160,279840,1272000,CH8hoursM,8hoursCH,278,8hours CH M 278 fly A 2,2
127,8hours CON F 284 fly A 2,8hours,CON,F,Acetobacter,fly,A,534240,400,534640,CON8hoursF,8hoursCON,284,8hours CON F 284 fly A 2,2
128,8hours CON F 286 fly A 2,8hours,CON,F,Acetobacter,fly,A,559680,75,559755,CON8hoursF,8hoursCON,286,8hours CON F 286 fly A 2,2
129,8hours CH F 290 fly A 3,8hours,CH,F,Acetobacter,fly,A,890400,1192.5,891592.5,CH8hoursF,8hoursCH,290,8hours CH F 290 fly A 3,3
130,8hours CON F 295 fly A 3,8hours,CON,F,Acetobacter,fly,A,305280,150,305430,CON8hoursF,8hoursCON,295,8hours CON F 295 fly A 3,3
131,8hours CON F 297 fly A 3,8hours,CON,F,Acetobacter,fly,A,1297440,725,1298165,CON8hoursF,8hoursCON,297,8hours CON F 297 fly A 3,3
132,24hours CH M 299 fly A 1,24hours,CH,M,Acetobacter,fly,A,712320,279840,992160,CH24hoursM,24hoursCH,299,24hours CH M 299 fly A 1,1
133,24hours CH M 301 fly A 1,24hours,CH,M,Acetobacter,fly,A,181260,525,181785,CH24hoursM,24hoursCH,301,24hours CH M 301 fly A 1,1
134,24hours CH F 303 fly A 1,24hours,CH,F,Acetobacter,fly,A,3103680,2385,3106065,CH24hoursF,24hoursCH,303,24hours CH F 303 fly A 1,1
135,24hours CH F 305 fly A 1,24hours,CH,F,Acetobacter,fly,A,2493120,200,2493320,CH24hoursF,24hoursCH,305,24hours CH F 305 fly A 1,1
136,24hours CON M 307 fly A 1,24hours,CON,M,Acetobacter,fly,A,1348320,400,1348720,CON24hoursM,24hoursCON,307,24hours CON M 307 fly A 1,1
137,24hours CON M 309 fly A 1,24hours,CON,M,Acetobacter,fly,A,712320,7552.5,719872.5,CON24hoursM,24hoursCON,309,24hours CON M 309 fly A 1,1
138,24hours CON F 311 fly A 1,24hours,CON,F,Acetobacter,fly,A,3714240,9142.5,3723382.5,CON24hoursF,24hoursCON,311,24hours CON F 311 fly A 1,1
139,24hours CON F 313 fly A 1,24hours,CON,F,Acetobacter,fly,A,3459840,3975,3463815,CON24hoursF,24hoursCON,313,24hours CON F 313 fly A 1,1
140,24hours CH M 315 fly A 2,24hours,CH,M,Acetobacter,fly,A,1272000,850,1272850,CH24hoursM,24hoursCH,315,24hours CH M 315 fly A 2,2
141,24hours CH M 317 fly A 2,24hours,CH,M,Acetobacter,fly,A,4095840,1000,4096840,CH24hoursM,24hoursCH,317,24hours CH M 317 fly A 2,2
142,24hours CH F 319 fly A 2,24hours,CH,F,Acetobacter,fly,A,9056640,1987.5,9058627.5,CH24hoursF,24hoursCH,319,24hours CH F 319 fly A 2,2
143,24hours CH F 321 fly A 2,24hours,CH,F,Acetobacter,fly,A,4350240,2782.5,4353022.5,CH24hoursF,24hoursCH,321,24hours CH F 321 fly A 2,2
144,24hours CON M 323 fly A 2,24hours,CON,M,Acetobacter,fly,A,1017600,150,1017750,CON24hoursM,24hoursCON,323,24hours CON M 323 fly A 2,2
145,24hours CON M 325 fly A 2,24hours,CON,M,Acetobacter,fly,A,2289600,1192.5,2290792.5,CON24hoursM,24hoursCON,325,24hours CON M 325 fly A 2,2
146,24hours CON F 327 fly A 2,24hours,CON,F,Acetobacter,fly,A,3205440,950,3206390,CON24hoursF,24hoursCON,327,24hours CON F 327 fly A 2,2
147,24hours CH M 330 fly A 3,24hours,CH,M,Acetobacter,fly,A,139920,300,140220,CH24hoursM,24hoursCH,330,24hours CH M 330 fly A 3,3
148,24hours CH M 332 fly A 3,24hours,CH,M,Acetobacter,fly,A,559680,550,560230,CH24hoursM,24hoursCH,332,24hours CH M 332 fly A 3,3
149,24hours CH F 334 fly A 3,24hours,CH,F,Acetobacter,fly,A,2467680,3577.5,2471257.5,CH24hoursF,24hoursCH,334,24hours CH F 334 fly A 3,3
150,24hours CH F 336 fly A 3,24hours,CH,F,Acetobacter,fly,A,3256320,1192.5,3257512.5,CH24hoursF,24hoursCH,336,24hours CH F 336 fly A 3,3
151,24hours CON M 338 fly A 3,24hours,CON,M,Acetobacter,fly,A,1119360,750,1120110,CON24hoursM,24hoursCON,338,24hours CON M 338 fly A 3,3
152,24hours CON M 340 fly A 3,24hours,CON,M,Acetobacter,fly,A,1195680,650,1196330,CON24hoursM,24hoursCON,340,24hours CON M 340 fly A 3,3
153,24hours CON F 342 fly A 3,24hours,CON,F,Acetobacter,fly,A,4070400,3577.5,4073977.5,CON24hoursF,24hoursCON,342,24hours CON F 342 fly A 3,3
154,0minutes CH A 345 diet A 1,0minutes,CH,A,Acetobacter,diet,A,37447680,0,37447680,CH0minutesA,0minutesCH,345,0minutes CH A 345 diet A 1,1
155,0minutes CH A 347 diet A 1,0minutes,CH,A,Acetobacter,diet,A,91176960,0,91176960,CH0minutesA,0minutesCH,347,0minutes CH A 347 diet A 1,1
156,0minutes CH A 349 diet A 1,0minutes,CH,A,Acetobacter,diet,A,35819520,0,35819520,CH0minutesA,0minutesCH,349,0minutes CH A 349 diet A 1,1
157,0minutes CH L 351 diet A 1,0minutes,CH,L,Acetobacter,diet,A,0,219420,219420,CH0minutesL,0minutesCH,351,0minutes CH L 351 diet A 1,1
158,0minutes CH A 355 diet A 2,0minutes,CH,A,Acetobacter,diet,A,78151680,0,78151680,CH0minutesA,0minutesCH,355,0minutes CH A 355 diet A 2,2
159,0minutes CH A 357 diet A 2,0minutes,CH,A,Acetobacter,diet,A,74895360,0,74895360,CH0minutesA,0minutesCH,357,0minutes CH A 357 diet A 2,2
160,0minutes CH A 359 diet A 2,0minutes,CH,A,Acetobacter,diet,A,71639040,0,71639040,CH0minutesA,0minutesCH,359,0minutes CH A 359 diet A 2,2
161,0minutes CH L 361 diet A 2,0minutes,CH,L,Acetobacter,diet,A,0,244860,244860,CH0minutesL,0minutesCH,361,0minutes CH L 361 diet A 2,2
162,0minutes CH L 363 diet A 2,0minutes,CH,L,Acetobacter,diet,A,0,127200,127200,CH0minutesL,0minutesCH,363,0minutes CH L 363 diet A 2,2
163,0minutes CH L 365 diet A 2,0minutes,CH,L,Acetobacter,diet,A,0,168540,168540,CH0minutesL,0minutesCH,365,0minutes CH L 365 diet A 2,2
